id,target
277,0.060237274
278,0.10317223
279,0.114743866
280,0.17664008
281,0.33719864
282,0.16529912
283,0.41593885
284,0.12852314
285,0.14831868
286,0.58399755
287,0.21332587
288,0.1275487
289,0.1985996
290,0.66487443
291,0.22571856
292,0.28740618
293,0.33298683
294,0.20413285
295,0.17974442
296,0.65579367
297,0.1650405
298,0.24882455
299,0.1000027
300,0.23006989
301,0.1558725
302,0.24347654
303,0.24340956
304,0.3024345
305,0.19011986
306,0.28056338
307,0.32372972
308,0.21047075
309,0.53796345
310,0.16600323
311,0.16140822
312,0.103816755
313,0.22528234
314,0.19414786
315,0.34162694
316,0.29848662
317,0.45901087
318,0.46864003
319,0.12999146
320,0.46775085
321,0.40721384
322,0.3826869
323,0.15402699
324,0.13808168
325,0.22997054
326,0.40329638
327,0.40992337
328,0.32330668
329,0.45600486
330,0.11981869
331,0.41142344
332,0.33127263
333,0.32846522
334,0.22109523
335,0.34789297
336,0.4083369
337,0.25869045
338,0.3377669
339,0.25601822
340,0.28188884
341,0.21190237
342,0.46215302
343,0.30693844
344,0.29065952
345,0.11319569
346,0.55765057
347,0.20386603
348,0.24226066
349,0.22892243
350,0.27937117
351,0.1716964
352,0.23686334
353,0.36074802
354,0.30319953
355,0.7097651
356,0.22127865
357,0.14936255
358,0.22253948
359,0.22006476
360,0.21933906
361,0.20405988
362,0.44718197
363,0.2331401
364,0.12455175
365,0.56494975
366,0.38508737
367,0.69161314
368,0.27888116
369,0.13830794
370,0.3371676
371,0.24506058
372,0.39094803
373,0.26908848
374,0.27483678
375,0.4742695
376,0.2349273
377,0.57048035
378,0.11711692
379,0.2418907
380,0.41163534
381,0.42407766
382,0.42568326
383,0.32619783
384,0.23381263
385,0.25360408
386,0.10510619
387,0.35680297
388,0.3333966
389,0.33418265
390,0.25330287
391,0.2014844
392,0.1516142
393,0.19681445
394,0.5678295
395,0.24548683
396,0.26298437
397,0.30245125
398,0.24792378
399,0.39673337
400,0.49757046
401,0.14703973
402,0.21497896
403,0.25249025
404,0.25675765
405,0.48769915
406,0.46710387
407,0.6460676
408,0.31212866
409,0.49006218
410,0.35826445
411,0.20932022
412,0.41254827
413,0.15992297
414,0.23960124
415,0.18860354
416,0.27913448
417,0.4347476
418,0.16134605
419,0.27113658
420,0.427035
421,0.2208847
422,0.54165137
423,0.24344137
424,0.2877615
425,0.22459017
426,0.16992109
427,0.19626787
428,0.17964186
429,0.48104694
430,0.13398884
431,0.30498797
432,0.4212238
433,0.21265598
434,0.3050061
435,0.18625426
436,0.19347909
437,0.11802662
438,0.25208348
439,0.2926207
440,0.08709233
441,0.12965083
442,0.2340012
443,0.5616751
444,0.30877423
445,0.17310877
446,0.17163484
447,0.26416212
448,0.15696505
449,0.33758685
450,0.197345
451,0.24733774
452,0.39678484
453,0.3959137
454,0.3350005
455,0.3028583
456,0.63043463
457,0.1424635
458,0.44287974
459,0.3292436
460,0.18255408
461,0.4695114
462,0.33115035
463,0.3277189
464,0.6118237
465,0.36937734
466,0.123090506
467,0.36132333
468,0.29600835
469,0.40075114
470,0.21435781
471,0.30867803
472,0.4683697
473,0.41329315
474,0.6469302
475,0.25039658
476,0.1710292
477,0.10612588
478,0.13188522
479,0.13482216
480,0.30446184
481,0.41475227
482,0.498621
483,0.38684848
484,0.18551935
485,0.09526025
486,0.39541534
487,0.120562814
488,0.21741556
489,0.09845387
490,0.5140739
491,0.16045213
492,0.22569375
493,0.27359697
494,0.48506615
495,0.13914385
496,0.25262633
497,0.22351657
498,0.25144225
499,0.27850378
500,0.1087577
501,0.3533772
502,0.40559486
503,0.22520284
504,0.11278329
505,0.24965674
506,0.3274347
507,0.1626234
508,0.6934462
509,0.07267757
510,0.16268362
511,0.20761484
512,0.44220343
513,0.18737097
514,0.20345925
515,0.14722559
516,0.32060373
517,0.26448703
518,0.123611405
519,0.1938279
520,0.22670844
521,0.3577441
522,0.17312416
523,0.18789172
524,0.20006205
525,0.4391691
526,0.3340812
527,0.23750581
528,0.21298812
529,0.21370956
530,0.39296564
531,0.27430096
532,0.22898637
533,0.2510032
534,0.21177971
535,0.22672541
536,0.085599154
537,0.315253
538,0.24882059
539,0.18825689
540,0.17512356
541,0.23535295
542,0.123643905
543,0.10410163
544,0.07998691
545,0.3052529
546,0.19037552
547,0.24664408
548,0.26776844
549,0.24746522
550,0.15732236
551,0.24700189
552,0.12826875
553,0.14278589
554,0.2275559
555,0.26616457
556,0.403816
557,0.4040216
558,0.17027965
559,0.43929216
560,0.19347247
561,0.11753407
562,0.32408157
563,0.13396733
564,0.08563682
565,0.34594744
566,0.14503324
567,0.19333252
568,0.21833742
569,0.61200076
570,0.15163745
571,0.21762726
572,0.23115203
573,0.6617867
574,0.65096647
575,0.414122
576,0.2736741
577,0.1881378
578,0.22777303
579,0.24356762
580,0.395014
581,0.29520863
582,0.20535946
583,0.45945752
584,0.40254867
585,0.42620918
586,0.22921984
587,0.1871565
588,0.2513715
589,0.19421613
590,0.11698828
591,0.18525869
592,0.22987662
593,0.3505299
594,0.20666204
595,0.4117622
596,0.22246659
597,0.7469646
598,0.26430413
599,0.23498596
600,0.25717545
601,0.3539533
602,0.41208246
603,0.12038137
604,0.2390733
605,0.6017629
606,0.39580712
607,0.24701667
608,0.2264926
609,0.14440985
610,0.16467471
611,0.13137046
612,0.38329843
613,0.2662586
614,0.17093155
615,0.4010867
616,0.18495539
617,0.41441244
618,0.27516648
619,0.6626032
620,0.24631566
621,0.23136275
622,0.12495799
623,0.24100955
624,0.3044557
625,0.25815046
626,0.15072562
627,0.45127332
628,0.25895375
629,0.4430128
630,0.17093545
631,0.20723362
632,0.6105147
633,0.19769922
634,0.19751976
635,0.23094796
636,0.5620484
637,0.2479559
638,0.18751505
639,0.1868483
640,0.25145507
641,0.11717013
642,0.3102199
643,0.33190352
644,0.17605227
645,0.17148699
646,0.27424023
647,0.24134967
648,0.24919525
649,0.1995412
650,0.4448066
651,0.14185381
652,0.24612759
653,0.18281588
654,0.25037915
655,0.1648085
656,0.1460112
657,0.39714304
658,0.23477325
659,0.31641558
660,0.2180502
661,0.22336943
662,0.19568866
663,0.12943545
664,0.4734915
665,0.43980435
666,0.13014828
667,0.2520884
668,0.16286187
669,0.09476993
670,0.27616572
671,0.21485634
672,0.6929633
673,0.23054802
674,0.2462074
675,0.23569053
676,0.19644256
677,0.098144025
678,0.59242
679,0.38994563
680,0.5360631
681,0.39990416
682,0.17701429
683,0.66026855
684,0.22614872
685,0.5087198
686,0.38807026
687,0.45550963
688,0.16297764
689,0.40448987
690,0.2111491
691,0.22221252
692,0.20273112
693,0.28620002
694,0.31166837
695,0.44459292
696,0.404823
697,0.31422564
698,0.1402662
699,0.27165732
700,0.15037133
701,0.16843215
702,0.2601291
703,0.21129097
704,0.5148827
705,0.090444334
706,0.3817844
707,0.16018125
708,0.19936827
709,0.28357634
710,0.22821276
711,0.09509425
712,0.4795255
713,0.5304512
714,0.24277252
715,0.41527808
716,0.24122842
717,0.47500256
718,0.29399818
719,0.1346188
720,0.23574764
721,0.46287972
722,0.21322644
723,0.17310753
724,0.2604582
725,0.14023615
726,0.21249256
727,0.2121581
728,0.25762287
729,0.45860896
730,0.16000909
731,0.20832418
732,0.63485366
733,0.2753401
734,0.35960987
735,0.13514896
736,0.19332403
737,0.16125906
738,0.20235221
739,0.36760595
740,0.46419647
741,0.17569472
742,0.26285374
743,0.2320512
744,0.15379907
745,0.22272655
746,0.2669878
747,0.22759892
748,0.17888573
749,0.58386505
750,0.27152106
751,0.2415424
752,0.11635238
753,0.24515426
754,0.21753375
755,0.24150617
756,0.12898514
757,0.25353524
758,0.12918913
759,0.12343051
760,0.33272067
761,0.6526339
762,0.23923095
763,0.1577009
764,0.24385421
765,0.4099677
766,0.279717
767,0.28664732
768,0.25031197
769,0.1873931
770,0.49532205
771,0.38308042
772,0.4324445
773,0.17522523
774,0.14124525
775,0.2176685
776,0.16151594
777,0.40716788
778,0.18478173
779,0.2332354
780,0.34683293
781,0.1993375
782,0.22017589
783,0.22919539
784,0.44907743
785,0.4640877
786,0.13841845
787,0.5301855
788,0.11298672
789,0.6621847
790,0.38712344
791,0.22499417
792,0.26643094
793,0.19172959
794,0.47037032
795,0.24517152
796,0.4452826
797,0.47325298
798,0.097271964
799,0.13650052
800,0.26436543
801,0.28341827
802,0.17065883
803,0.44927993
804,0.2495116
805,0.12440829
806,0.19602759
807,0.23331419
808,0.47950044
809,0.33274797
810,0.20265202
811,0.2867392
812,0.2270103
813,0.39966896
814,0.21158762
815,0.14585689
816,0.2508076
817,0.20503996
818,0.33067518
819,0.1491326
820,0.24166238
821,0.6116746
822,0.10271137
823,0.684198
824,0.11336752
825,0.15781336
826,0.42321113
827,0.05457485
828,0.27286336
829,0.2530131
830,0.3807713
831,0.2745485
832,0.24173447
833,0.4862898
834,0.22378545
835,0.21300042
836,0.231603
837,0.10966042
838,0.3304737
839,0.7375827
840,0.20303115
841,0.16765878
842,0.54456764
843,0.50419754
844,0.36472425
845,0.22463407
846,0.24015664
847,0.602215
848,0.6585875
849,0.41203535
850,0.16555218
851,0.14213997
852,0.65064657
853,0.29568446
854,0.28570354
855,0.16340241
856,0.39342672
857,0.14352253
858,0.1822931
859,0.13827853
860,0.31658977
861,0.22993898
862,0.23103309
863,0.14929444
864,0.26656678
865,0.109615244
866,0.47589052
867,0.4124183
868,0.105763905
869,0.5309514
870,0.32992974
871,0.3282423
872,0.19060299
873,0.23857266
874,0.21996874
875,0.23793128
876,0.18907805
877,0.19068137
878,0.16955765
879,0.37811345
880,0.2424487
881,0.23864363
882,0.20323552
883,0.25913176
884,0.17306252
885,0.13417402
886,0.40785468
887,0.11812644
888,0.24813648
889,0.17119768
890,0.17197174
891,0.33064336
892,0.33853546
893,0.14097312
894,0.14393236
895,0.15409526
896,0.16666535
897,0.25094184
898,0.25891238
899,0.4579246
900,0.21696678
901,0.37600937
902,0.33676103
903,0.23478656
904,0.16851465
905,0.19655721
906,0.2155798
907,0.24580495
908,0.24215479
909,0.2383254
910,0.2751791
911,0.39148867
912,0.25266263
913,0.45389447
914,0.47220954
915,0.49319792
916,0.37712097
917,0.365084
918,0.26577273
919,0.26228452
920,0.30385727
921,0.23985127
922,0.63608795
923,0.32961985
924,0.2377354
925,0.36603892
926,0.3347228
927,0.20382483
928,0.24531966
929,0.28067288
930,0.19943579
931,0.18642403
932,0.19355209
933,0.26558703
934,0.13828953
935,0.18371835
936,0.13174759
937,0.4035929
938,0.2545448
939,0.30344105
940,0.28849357
941,0.32642546
942,0.092750594
943,0.2948295
944,0.2980978
945,0.23135759
946,0.21679942
947,0.27492642
948,0.19462088
949,0.123726845
950,0.19700275
951,0.39240453
952,0.15857837
953,0.48667338
954,0.23209994
955,0.51911134
956,0.116112836
957,0.2236464
958,0.26347652
959,0.17280205
960,0.39054886
961,0.14858134
962,0.32690674
963,0.2523819
964,0.11540856
965,0.2031737
966,0.20963979
967,0.30916575
968,0.23045707
969,0.47253224
970,0.2223341
971,0.32047775
972,0.088862315
973,0.40978265
974,0.25873452
975,0.24550384
976,0.3965306
977,0.19575675
978,0.124722
979,0.29335442
980,0.16846776
981,0.259952
982,0.596369
983,0.20394649
984,0.09749402
985,0.45632
986,0.12149589
987,0.09203703
988,0.20338513
989,0.3176141
990,0.22106965
991,0.49676368
992,0.23040226
993,0.44146767
994,0.23370643
995,0.23225437
996,0.14924371
997,0.6701427
998,0.46469134
999,0.40724728
1000,0.1207321
1001,0.33641863
1002,0.21244553
1003,0.2912187
1004,0.19344376
1005,0.37190259
1006,0.1325466
1007,0.2300495
1008,0.24824037
1009,0.41363186
1010,0.3971395
1011,0.24685079
1012,0.2964289
1013,0.14880966
1014,0.51740813
1015,0.53229463
1016,0.29211232
1017,0.1947784
1018,0.20687109
1019,0.43163309
1020,0.16953869
1021,0.16613187
1022,0.21242031
1023,0.5122036
1024,0.24284342
1025,0.35863146
1026,0.3456708
1027,0.06660991
1028,0.50967044
1029,0.111397535
1030,0.50446004
1031,0.10334506
1032,0.3663275
1033,0.3353805
1034,0.37275365
1035,0.1885031
1036,0.13550486
1037,0.29123092
1038,0.20457105
1039,0.23900157
1040,0.31008238
1041,0.29252756
1042,0.24026103
1043,0.28368387
1044,0.21699986
1045,0.24150793
1046,0.4110583
1047,0.1490735
1048,0.100240216
1049,0.24872074
1050,0.12934119
1051,0.19424371
1052,0.23854534
1053,0.2654623
1054,0.23965307
1055,0.1174138
1056,0.6302102
1057,0.21114776
1058,0.26450822
1059,0.27422827
1060,0.29108074
1061,0.45682415
1062,0.1478318
1063,0.19084458
1064,0.2085243
1065,0.33047965
1066,0.24500085
1067,0.21826349
1068,0.26950276
1069,0.30606398
1070,0.50554407
1071,0.13944478
1072,0.22076762
1073,0.06163734
1074,0.21387771
1075,0.14318822
1076,0.20025404
1077,0.22356673
1078,0.17789763
1079,0.17689046
1080,0.32631782
1081,0.16343543
1082,0.2450607
1083,0.2329048
1084,0.49349752
1085,0.4027666
1086,0.2391486
1087,0.117967464
1088,0.29365653
1089,0.278002
1090,0.14404464
1091,0.16162229
1092,0.16273521
1093,0.25393716
1094,0.17925635
1095,0.30208096
1096,0.13054267
1097,0.22951485
1098,0.31443566
1099,0.15888977
1100,0.44725445
1101,0.17713088
1102,0.11170479
1103,0.24740008
1104,0.47189853
1105,0.31423268
1106,0.50547373
1107,0.2696352
1108,0.31136033
1109,0.7571346
1110,0.14515953
1111,0.62866473
1112,0.33756807
1113,0.245849
1114,0.33026323
1115,0.5509874
1116,0.10455627
1117,0.24350859
1118,0.47106168
1119,0.60358286
1120,0.13798161
1121,0.4512953
1122,0.15263936
1123,0.3300869
1124,0.309777
1125,0.3000837
1126,0.42340365
1127,0.39061794
1128,0.4133829
1129,0.2383734
1130,0.13063136
1131,0.22735842
1132,0.42406484
1133,0.06955288
1134,0.4945433
1135,0.22659948
1136,0.37953416
1137,0.23018631
1138,0.24141625
1139,0.24632697
1140,0.23463577
1141,0.43772358
1142,0.16229577
1143,0.41429365
1144,0.11609538
1145,0.3024615
1146,0.24178347
1147,0.13409668
1148,0.1516914
1149,0.14260572
1150,0.12829112
1151,0.13325296
1152,0.2805916
1153,0.23846805
1154,0.47056887
1155,0.30138725
1156,0.18851699
1157,0.46276602
1158,0.22656558
1159,0.39731354
1160,0.14393553
1161,0.5304149
1162,0.32087258
1163,0.1243887
1164,0.22853932
1165,0.25869042
1166,0.41646385
1167,0.4464815
1168,0.29001224
1169,0.23758787
1170,0.19024527
1171,0.27564335
1172,0.28338715
1173,0.42975858
1174,0.48778975
1175,0.68055034
1176,0.17863896
1177,0.30847728
1178,0.7190645
1179,0.16041702
1180,0.37322742
1181,0.55087477
1182,0.14841686
1183,0.2180519
1184,0.14615725
1185,0.38309294
1186,0.6525633
1187,0.16309848
1188,0.20463265
1189,0.27109814
1190,0.27760914
1191,0.29249015
1192,0.27836463
1193,0.29695764
1194,0.16563034
1195,0.20288464
1196,0.14433658
1197,0.31052727
1198,0.41882655
1199,0.28194594
1200,0.15485908
1201,0.25845566
1202,0.24249415
1203,0.123820715
1204,0.2301759
1205,0.22565094
1206,0.41840088
1207,0.29009458
1208,0.4301515
1209,0.28624266
1210,0.2250934
1211,0.29212707
1212,0.2771479
1213,0.22576421
1214,0.13718674
1215,0.32571462
1216,0.44953108
1217,0.39931715
1218,0.105581336
1219,0.13277481
1220,0.39038628
1221,0.12291998
1222,0.43967625
1223,0.16984282
1224,0.25723147
1225,0.46315986
1226,0.20924282
1227,0.21619613
1228,0.1917286
1229,0.13119097
1230,0.27611223
1231,0.4182767
1232,0.4123265
1233,0.16083401
1234,0.4897164
1235,0.32437113
1236,0.18159918
1237,0.30665392
1238,0.65946215
1239,0.24892978
1240,0.17455383
1241,0.3095658
1242,0.30378422
1243,0.21276084
1244,0.21571903
1245,0.20554371
1246,0.23368429
1247,0.2377511
1248,0.42923954
1249,0.44652805
1250,0.16807467
1251,0.24899812
1252,0.12203853
1253,0.24063286
1254,0.2501141
1255,0.6463667
1256,0.38659814
1257,0.73426974
1258,0.43780106
1259,0.7091467
1260,0.2494192
1261,0.20584565
1262,0.23829028
1263,0.20751631
1264,0.24329503
1265,0.19906068
1266,0.388332
1267,0.3561978
1268,0.19467889
1269,0.24684295
1270,0.25572026
1271,0.40637758
1272,0.22653022
1273,0.55885917
1274,0.15470362
1275,0.5675503
1276,0.3974568
1277,0.13493803
1278,0.24664281
1279,0.19374327
1280,0.18500926
1281,0.23742874
1282,0.3201387
1283,0.72715765
1284,0.2037691
1285,0.3914861
1286,0.25079936
1287,0.14932968
1288,0.14218836
1289,0.4160179
1290,0.14205658
1291,0.30471894
1292,0.2642185
1293,0.1645795
1294,0.3851572
1295,0.22292943
1296,0.18217713
1297,0.23743613
1298,0.39808413
1299,0.35406718
1300,0.22502978
1301,0.23475455
1302,0.57017255
1303,0.20109348
1304,0.25326136
1305,0.37613407
1306,0.20524663
1307,0.322017
1308,0.121902086
1309,0.25694743
1310,0.35997182
1311,0.26378947
1312,0.19416356
1313,0.34972993
1314,0.1827718
1315,0.23541318
1316,0.29529327
1317,0.31919494
1318,0.52707404
1319,0.18200172
1320,0.37416568
1321,0.23857668
1322,0.25538862
1323,0.2906046
1324,0.41012847
1325,0.18502824
1326,0.45165464
1327,0.4556699
1328,0.45827138
1329,0.11359882
1330,0.2762002
1331,0.5100603
1332,0.22569656
1333,0.13854845
1334,0.25933188
1335,0.57915246
1336,0.20025519
1337,0.4053171
1338,0.40398583
1339,0.41668198
1340,0.6571673
1341,0.6633967
1342,0.26758564
1343,0.44464058
1344,0.41941354
1345,0.16947407
1346,0.28399855
1347,0.26536655
1348,0.13258268
1349,0.19766498
1350,0.30440718
1351,0.13969688
1352,0.1486392
1353,0.13035195
1354,0.2270422
1355,0.21993344
1356,0.50932586
1357,0.209517
1358,0.17839576
1359,0.26748976
1360,0.24121252
1361,0.2546416
1362,0.33353594
1363,0.23755862
1364,0.20135425
1365,0.23983306
1366,0.25684494
1367,0.14201155
1368,0.5520507
1369,0.4068854
1370,0.1158031
1371,0.27442244
1372,0.22650428
1373,0.20881088
1374,0.20191953
1375,0.23503016
1376,0.14497773
1377,0.66412437
1378,0.1498703
1379,0.28999117
1380,0.20640406
1381,0.17190424
1382,0.4265799
1383,0.10674596
1384,0.1244082
1385,0.21855678
1386,0.17851694
1387,0.15894198
1388,0.23374537
1389,0.27672833
1390,0.21918935
1391,0.25274074
1392,0.12458898
1393,0.25551456
1394,0.32845956
1395,0.13705051
1396,0.33730587
1397,0.1363031
1398,0.17808838
1399,0.27741468
1400,0.30097115
1401,0.23603642
1402,0.23229273
1403,0.12799916
1404,0.31897336
1405,0.15452491
1406,0.4783341
1407,0.3139862
1408,0.1669453
1409,0.24692301
1410,0.39797315
1411,0.13441022
1412,0.1842519
1413,0.24315903
1414,0.11809851
1415,0.3246349
1416,0.70451015
1417,0.22925168
1418,0.19570357
1419,0.15210485
1420,0.55608845
1421,0.20480308
1422,0.2207013
1423,0.20804483
1424,0.2399365
1425,0.22952728
1426,0.20704216
1427,0.26286313
1428,0.17377657
1429,0.55973893
1430,0.4600466
1431,0.3119331
1432,0.11951608
1433,0.65797573
1434,0.12220603
1435,0.08767757
1436,0.25259542
1437,0.19083886
1438,0.431417
1439,0.1991284
1440,0.37808996
1441,0.12927689
1442,0.26018465
1443,0.24777535
1444,0.3159373
1445,0.24090622
1446,0.24587065
1447,0.51481104
1448,0.38801596
1449,0.2499798
1450,0.11883034
1451,0.1191432
1452,0.5717918
1453,0.20990168
1454,0.2954388
1455,0.24586685
1456,0.32573274
1457,0.25276086
1458,0.16103803
1459,0.14591879
1460,0.22700086
1461,0.33499974
1462,0.39641732
1463,0.1885033
1464,0.3093867
1465,0.49708337
1466,0.19160943
1467,0.47239292
1468,0.31322315
1469,0.25464275
1470,0.31498727
1471,0.1272459
1472,0.20794956
1473,0.33191344
1474,0.37616977
1475,0.16870992
1476,0.23999839
1477,0.24597117
1478,0.12114319
1479,0.15246882
1480,0.20408542
1481,0.19338113
1482,0.11674506
1483,0.45614445
1484,0.33624825
1485,0.2786724
1486,0.1690375
1487,0.24284755
1488,0.21925049
1489,0.39960596
1490,0.26604345
1491,0.2495754
1492,0.18798047
1493,0.16792512
1494,0.49021432
1495,0.3174572
1496,0.14905728
1497,0.18574874
1498,0.14911862
1499,0.19654809
1500,0.3708901
1501,0.3007886
1502,0.32985434
1503,0.19713362
1504,0.17705125
1505,0.2461026
1506,0.24025789
1507,0.27151853
1508,0.21210943
1509,0.2015609
1510,0.40143725
1511,0.4161089
1512,0.20193242
1513,0.36417165
1514,0.24330603
1515,0.33917636
1516,0.13167122
1517,0.1632065
1518,0.27017292
1519,0.23492016
1520,0.13051534
1521,0.32351583
1522,0.23266144
1523,0.22240798
1524,0.42313448
1525,0.19169007
1526,0.4925734
1527,0.17813984
1528,0.32506114
1529,0.39316443
1530,0.19318217
1531,0.19934978
1532,0.14091277
1533,0.35966408
1534,0.13073836
1535,0.14708884
1536,0.22614494
1537,0.21399261
1538,0.58634657
1539,0.63074696
1540,0.3816423
1541,0.25146484
1542,0.18111986
1543,0.18244101
1544,0.22623126
1545,0.32025984
1546,0.4523795
1547,0.25265542
1548,0.671401
1549,0.37661487
1550,0.54660517
1551,0.23097883
1552,0.38522547
1553,0.15537588
1554,0.27948135
1555,0.24544002
1556,0.38228843
1557,0.55528736
1558,0.2872818
1559,0.21260557
1560,0.24128576
1561,0.15021086
1562,0.16818875
1563,0.13808699
1564,0.09801169
1565,0.39987043
1566,0.19634779
1567,0.18486305
1568,0.16516498
1569,0.4039042
1570,0.24847879
1571,0.19257987
1572,0.25614327
1573,0.14889327
1574,0.28415272
1575,0.39862844
1576,0.3838948
1577,0.28797767
1578,0.22482376
1579,0.42627618
1580,0.22880906
1581,0.14960343
1582,0.23964931
1583,0.31602043
1584,0.6165315
1585,0.48351845
1586,0.3416626
1587,0.42045382
1588,0.25429004
1589,0.4145663
1590,0.24577433
1591,0.12260553
1592,0.6436664
1593,0.29723454
1594,0.18618526
1595,0.15355617
1596,0.10235038
1597,0.4483958
1598,0.3985026
1599,0.36592492
1600,0.13915475
1601,0.15641965
1602,0.20757622
1603,0.20473638
1604,0.13015683
1605,0.33404943
1606,0.12243217
1607,0.26940006
1608,0.3335198
1609,0.22097984
1610,0.48093417
1611,0.32842377
1612,0.22051543
1613,0.39314634
1614,0.20630091
1615,0.2310287
1616,0.6925726
1617,0.22987773
1618,0.25178823
1619,0.101761766
1620,0.25482494
1621,0.22194327
1622,0.37410015
1623,0.22580427
1624,0.27883604
1625,0.39234984
1626,0.21993902
1627,0.5587047
1628,0.23299628
1629,0.35116622
1630,0.6446771
1631,0.40099895
1632,0.17308007
1633,0.6553207
1634,0.25276744
1635,0.34350562
1636,0.29337806
1637,0.44124845
1638,0.19369705
1639,0.25989544
1640,0.2169121
1641,0.32332847
1642,0.24489146
1643,0.15088904
1644,0.28679436
1645,0.16773991
1646,0.38977137
1647,0.24113926
1648,0.16102153
1649,0.26327097
1650,0.11687146
1651,0.2984546
1652,0.39863345
1653,0.44528082
1654,0.1814887
1655,0.46130013
1656,0.3042678
1657,0.27191898
1658,0.23343499
1659,0.544328
1660,0.30265838
1661,0.25488353
1662,0.21640979
1663,0.23263475
1664,0.20727725
1665,0.5538019
1666,0.22041391
1667,0.23779099
1668,0.45617437
